"project_id","name","original_url","review_status","product_form","opportunity_family","family_business_model","commercialization_mode","actual_product","paying_customer","pain_point","price_usd","market_evidence","market_crowding","third_party_dependency","manufacturing_risk","after_sales_risk","compliance_risk","license_status","hero_image_verdict","final_bucket","verdict_reason","evidence_urls","reviewed_at"
"8bd2c9ea0d40492a","KlipperController","https://github.com/RafalVonau/KlipperController","已读精确缓存 README（GitHub 200）","非硬件软件/固件/库/网页项目","3D 打印机远程控制软件","开源移动端与树莓派软件","淘汰为新商业机会","运行于 Raspberry Pi 2 的 C 服务和 Android/iOS Flutter 控制应用","已有 Klipper 3D 打印机用户；不是硬件购买者","通过手机上传文件、改配置、查看日志并控制打印机","", "README 提供软件功能和安装步骤，没有独立硬件、价格、订单或制造资料","缓存没有硬件竞品或商业空白证据","明确依赖 Ender3 Pro、Raspberry Pi 2、Klipper 和手机软件","本体不是硬件","软件配置、网络、打印机型号和手机兼容性带来支持负担","打印机远程控制涉及外部加热/运动设备风险，但本项目无硬件安全资料","缓存 README 未给出许可证","README 图为手机软件界面，不是硬件英雄图","淘汰","精确 README 明确 KlipperController 是树莓派服务端加 Flutter 手机应用，控制现有 Ender3/Klipper；它没有独立硬件本体，按软件项目淘汰。","https://github.com/RafalVonau/KlipperController|https://raw.githubusercontent.com/RafalVonau/KlipperController/HEAD/README.md","2026-07-26"
"3039abec41db3304","lumenraker","https://github.com/BesbesCat/lumenraker","已读精确缓存 README（GitHub 200）","非硬件软件/固件/库/网页项目","3D 打印机灯效固件","开源 ESP32 固件","淘汰为新商业机会","在 ESP32 上运行、经 Moonraker/Klipper 驱动 LED 灯带效果的 Lua/C++ 固件","已有 Moonraker/Klipper 和 LED 灯带的打印机用户；不是硬件购买者","让封闭生态打印机获得状态驱动灯效","", "README 是固件安装、配置和API说明，没有独立硬件、价格、订单或制造交付","缓存未提供竞争或市场证据","明确依赖 ESP32、Moonraker/Klipper、Wi-Fi 和外接LED灯带","本体不是硬件","固件、网络、API和不同灯带配置会持续产生支持需求","外部灯带供电和打印机改装风险未在缓存中闭合","README 标明 GPLv3，适用于软件；硬件许可不存在","README 的 logo 不是硬件销售主图","淘汰","精确 README 明确 Lumenraker 是为 Klipper/Moonraker 设备驱动LED灯带的 ESP32 固件；没有独立设备或硬件交付，按软件/固件淘汰。","https://github.com/BesbesCat/lumenraker|https://raw.githubusercontent.com/BesbesCat/lumenraker/HEAD/README.md","2026-07-26"
"e327beace3bd6fe5","Macropad-V2-Mini","https://github.com/JackMillen/Macropad-V2-Mini","已读精确缓存 README（GitHub 200）","教程/教育拼装/个人项目","创客宏键盘与桌面控制器","个人DIY设计","淘汰为新商业机会","由 12 个 Cherry Blue、14 颗 NeoPixel、RP2040 和定制PCB组成的 USB-C 宏键盘","作者本人和 AutoHotkey 用户；无购买客户证据","提供便携的自定义快捷键和RGB控制","", "README 明说项目“not well designed”“not well programmed or commented”且不适合他人使用；无价格、订单或交付资料","缓存没有竞品或市场证据，不能证明宏键盘空白","依赖 RP2040、CircuitPython、AutoHotkey、NeoPixel 和标准机械轴","项目作者承认设计质量问题；未见量产和测试资料","AutoHotkey、固件、RGB和USB兼容性会增加支持成本","USB低压产品；无认证资料","缓存 README 未给出许可证","README 有项目标题图，但非销售级主图证明","淘汰","精确 README 明确承认设计和程序质量不足且并非给其他人使用；它是个人宏键盘DIY，而不是可稳定交付的产品，直接淘汰。","https://github.com/JackMillen/Macropad-V2-Mini|https://raw.githubusercontent.com/JackMillen/Macropad-V2-Mini/HEAD/README.md","2026-07-26"
"3f08b4fa3986b08f","openMicroInverter","https://github.com/MartinStokroos/openMicroInverter","已读精确缓存 README（GitHub 200）","通用模块/研究原型","电力电子与逆变器实验平台","开源实验平台","淘汰为新商业机会","基于 Arduino Uno 的 DC-AC 变换、功率计量和可能并网逆变实验平台","电力电子实验者；无明确购买客户","实验逆变、功率和能量计量方案","", "README 明确这是 work in progress 的实验平台，没有价格、订单、认证、量产或售后资料","缓存没有直接竞品、并网市场或客户验证；不能证明竞争空白","开发模型依赖 Arduino Uno 及 Elecrow 双 H 桥电机盾等现成板卡","高功率硬件、磁性器件、散热、EMI和绝缘要求远超普通DIY","高压/并网调试、故障损坏和安全咨询会造成极高售后负担","README 涉及DC-AC、UPS、太阳能与可能并网，缺认证、防孤岛和安全闭环，风险不可接受","缓存 README 未给出许可证","README 主要是示意图/方案文字，未核到销售级实体主图","淘汰","精确 README 把 openMicroInverter 定义为仍在进行的 Arduino 实验平台，并明确包括可能并网的逆变场景；缺认证、保护、量产与客户证据，不能作为小团队商业机会。","https://github.com/MartinStokroos/openMicroInverter|https://raw.githubusercontent.com/MartinStokroos/openMicroInverter/HEAD/README.md","2026-07-26"
"c59000e306c88454","slight-of-hand","https://github.com/seanrieger/slight-of-hand","已读精确缓存 README（GitHub 200）","通用模块/个人专业乐器原型","Eurorack 乐器控制器","个人模块设计","淘汰为新商业机会","Intellijel 1U 格式、Arduino Nano 平台的单音 CV 键盘 Eurorack 模块","Eurorack 玩家；缓存未见购买者或订单","在模块化合成器中提供带滑音和校准的单音CV键盘","", "README 有硬件规格、操作和社区入口，但没有价格、订单、量产或销售渠道证据","缓存未提供竞品和市场空白证据","依赖 Arduino Nano、Nocturne Alchemy 平台与 Eurorack 生态","模块格式、校准和小批量装配需稳定测试","校准、模块兼容、用户电源和音乐工作流支持负担高","Eurorack 电源/接口错误可能损坏设备；缓存未见保护和认证资料","README 明确为 CC BY-NC 4.0，禁止商业用途，不能直接商业复用","README 有模块照片链接，但缓存未核到销售级主图","淘汰","精确 README 证明 Slight Of Hand 是可演奏的 Eurorack CV 键盘，但其 README 采用 CC BY-NC 4.0，商业复用被禁止；又无价格、订单或量产资料，按许可与产品化门槛淘汰。","https://github.com/seanrieger/slight-of-hand|https://raw.githubusercontent.com/seanrieger/slight-of-hand/HEAD/README.md","2026-07-26"
"63a160f07d06c98c","dhaka-environment-logger","https://github.com/syedraihanali/dhaka-environment-logger","已读精确缓存 README（GitHub 200）","非硬件软件/固件/库/网页项目","环境数据采集软件","GitHub Actions 数据服务","淘汰为新商业机会","由 GitHub Actions 调用 OpenWeatherMap/OpenUV API、按小时写 JSON/CSV 的达卡环境数据记录器","数据分析者；不是硬件购买者","自动积累天气、空气质量和UV数据","", "README 说明免费无服务器数据服务，没有硬件、价格、订单或制造资料","缓存未提供硬件竞品或市场空白证据","依赖 GitHub Actions、OpenWeatherMap 和 OpenUV API","本体不是硬件","API密钥、服务限额和数据准确性是软件维护问题","无硬件合规事项","README 标注 MIT","README 无硬件主图","淘汰","精确 README 明确 dhaka-environment-logger 是 GitHub Actions 调度的API数据采集软件；没有任何独立硬件本体，按非硬件项目淘汰。","https://github.com/syedraihanali/dhaka-environment-logger|https://raw.githubusercontent.com/syedraihanali/dhaka-environment-logger/HEAD/README.md","2026-07-26"
"4fd7638bd18bea6c","emonpi","https://github.com/openenergymonitor/emonpi","已读精确缓存 README（GitHub 200）","独立能源监测设备/成熟产品族","家庭与社区能源监测","开源硬件、文档与既有产品生态","保留为市场参考","Raspberry Pi 为核心的 emonPi 能源监测单元，附安装、连接、温度、固件和硬件CAD资料","家庭能源监测用户和开源能源社区；缓存未给出当前单品订单","读取和管理电能相关数据","", "README 有专门安装/技术文档、shop photo、硬件CAD和社区支持，但缓存未提供该单品当前价格或销量","缓存未提供可比较的竞品价格；其完整生态证明市场已较成熟而非新空白","依赖 Raspberry Pi、emonSD/emonScripts 软件栈和现场电能接口","成熟设备仍需处理电流互感器、供电、安装和供应链","电能监测安装、固件、网络和用户现场差异带来支持负担","README 明确要求用户自行判断安全技能并遵守法律；现场电气安装有显著风险","硬件为 CC BY-SA 3.0、固件 GPLv3、文档 GFDL，资料分层但商业复用需逐项确认","README 有 emonPi shop photo，能证明产品本体但未独立核验为当前销售主图","市场参考案例","精确 README 显示 emonPi 已形成硬件、文档和社区支持的成熟能源监测产品族；其价值在既有生态和现场经验，且树莓派/电气安装风险高，保留为市场参考而非新空白。","https://github.com/openenergymonitor/emonpi|https://raw.githubusercontent.com/openenergymonitor/emonpi/HEAD/README.md","2026-07-26"
"0c186e011ca6513f","Learn-Arduino-By-Sir-Raheel","https://github.com/MuhammadRaheelNaseem/Learn-Arduino-By-Sir-Raheel","已读精确缓存 README（GitHub 200）","教程/教育拼装/个人项目","Arduino 入门教学","免费教程内容","淘汰为新商业机会","介绍 Arduino UNO、GPIO、Arduino IDE 下载与安装的入门教程","Arduino 初学者；非硬件购买者","学习 Arduino 基础和安装开发环境","", "README 是逐步安装教学，没有产品、价格、订单、BOM或交付资料","缓存无硬件竞品或市场证据","依赖 Arduino UNO 和 Arduino IDE","本体不是可制造硬件","教程答疑和环境配置属于内容支持","无独立硬件合规事项","缓存 README 未给出许可证","README 图片是 Arduino/IDE 教程图，不是项目本体主图","淘汰","精确 README 是 Arduino UNO 与 IDE 安装教程，不存在独立硬件产品或付费客户，按教程硬淘汰。","https://github.com/MuhammadRaheelNaseem/Learn-Arduino-By-Sir-Raheel|https://raw.githubusercontent.com/MuhammadRaheelNaseem/Learn-Arduino-By-Sir-Raheel/HEAD/README.md","2026-07-26"
"798a3ec66a028c1b","Multi-Sensor-Data-Logger-For-Agriculture-1","https://github.com/RohitJadhav03/Multi-Sensor-Data-Logger-For-Agriculture-1","已读精确缓存 README（GitHub 200）","通用模块/教育原型","农业传感数据记录器","学生嵌入式项目","淘汰为新商业机会","用 LPC2148、温湿度/土壤湿度传感器和 SD 卡记录农业环境参数的嵌入式项目","学生/农业实验者；无购买客户证据","记录基本农田环境数据","", "README 只有一句项目说明，没有原理图、BOM、价格、订单、校准或真实农场部署资料","缓存无竞品、价格或市场证据，不能证明农业数据记录器有空白","依赖 LPC2148、现成传感器和 SD 卡","缺硬件制造、密封、供电和长期现场测试资料","传感器校准、存储卡、天气和部署维护会产生支持负担","农业现场可靠性与读数误用风险未说明","缓存 README 未给出许可证","缓存未提供项目本体主图","淘汰","精确 README 仅把它描述为使用现成传感器和 LPC2148 的农业数据记录学生项目；无完整设备、校准、市场或交付资料，按通用原型淘汰。","https://github.com/RohitJadhav03/Multi-Sensor-Data-Logger-For-Agriculture-1|https://raw.githubusercontent.com/RohitJadhav03/Multi-Sensor-Data-Logger-For-Agriculture-1/HEAD/README.md","2026-07-26"
"400722c203375457","OpenLIMS","https://github.com/Mokey2002/OpenLIMS","已读精确缓存 README（GitHub 200）","非硬件软件/固件/库/网页项目","实验室信息管理软件","自托管软件原型","淘汰为新商业机会","自托管 LIMS，提供样本、库存、仪器导入、序列分析、审计与角色控制","研究实验室和小型生物技术团队；不是硬件购买者","替代电子表格和复杂企业 LIMS 的工作流管理","", "README 描述在线演示、软件功能和路线图，没有独立硬件、制造资料或硬件市场证据","缓存未提供硬件竞品或商业空白证据","依赖 Django、数据库、仪器数据导入和服务器部署","本体不是硬件","数据迁移、权限、审计和仪器集成会带来软件支持风险","README 明确尚非完全验证的临床/诊断/受监管生产LIMS，不能作医疗合规承诺","缓存正文未明确显示许可证","README 为软件界面与流程说明，非硬件英雄图","淘汰","精确 README 明确 OpenLIMS 是自托管实验室信息管理系统，并声明尚非经验证的临床或受监管生产系统；它不是开源硬件商业机会。","https://github.com/Mokey2002/OpenLIMS|https://raw.githubusercontent.com/Mokey2002/OpenLIMS/HEAD/README.md","2026-07-26"
